note_id,user_id,nickname,title,desc,text,liked_count_num,collected_count_num,comment_count_num,share_count_num,total_interaction,time,note_url,source_keyword
67dfbf86000000001d01ba98,6012210c0000000001009aee,米来时尚经,能接受希腊神话的才是狠人！,#时尚[话题]# #神话[话题]# #希腊神话[话题]# #宙斯[话题]#,能接受希腊神话的才是狠人！ #时尚[话题]# #神话[话题]# #希腊神话[话题]# #宙斯[话题]#,48000,14000,4269,9236,75505,1742716806000,https://www.xiaohongshu.com/explore/67dfbf86000000001d01ba98?xsec_token=ABAI8XuW0gP-SFlhOPUp7pll_cXN63dW2TtKLAJuNxGQU=&xsec_source=pc_search,长视频
69eca45700000000350215e5,63bae3fc0000000028018fef,牲牲不息,J式夫妇采访——天津人在深圳,"【这是一条长视频】
#J式夫妇[话题]# #j人[话题]# #p人[话题]# #采访[话题]#  #一个小家故事[话题]#   #自定义人生故事[话题]# #2分钟认识我[话题]# #生活试验[话题]# #RED新生代创作大赛[话题]# #人生无限club[话题]# @VLOG薯","J式夫妇采访——天津人在深圳 【这是一条长视频】
#J式夫妇[话题]# #j人[话题]# #p人[话题]# #采访[话题]#  #一个小家故事[话题]#   #自定义人生故事[话题]# #2分钟认识我[话题]# #生活试验[话题]# #RED新生代创作大赛[话题]# #人生无限club[话题]# @VLOG薯",44000,1824,1668,1210,48702,1777116247000,https://www.xiaohongshu.com/explore/69eca45700000000350215e5?xsec_token=ABIqIULHUudoCPob9w4LsPm6y6Zm5lHn5MVU7cVzhmuHg=&xsec_source=pc_search,长视频
69bf97c0000000001a030f25,65ac3ce3000000001001c1a4,中尖商,你凭啥免费啊.....,库存（发现漏发了一篇）嘻嘻#中尖商[话题]# #抽象[话题]# #真实还原[话题]# #真实事件[话题]# #搞笑[话题]# #吐槽[话题]# #电子榨菜[话题]# #睡前故事[话题]#,你凭啥免费啊..... 库存（发现漏发了一篇）嘻嘻#中尖商[话题]# #抽象[话题]# #真实还原[话题]# #真实事件[话题]# #搞笑[话题]# #吐槽[话题]# #电子榨菜[话题]# #睡前故事[话题]#,39000,5839,1048,3784,49671,1774163904000,https://www.xiaohongshu.com/explore/69bf97c0000000001a030f25?xsec_token=ABaqxPlJDFoKBzXcpJ6_Qc7GMkvvSLDn7gagaZabqv-co=&xsec_source=pc_search,长视频
693309d0000000001f00c7f6,68ba2e830000000019023b68,羡鱼,有被种草的热歌合集～🎧,送给大家一小时的音乐#主要是歌好听[话题]# #一直循环播放[话题]# #宝藏歌曲[话题]# #氛围感歌曲[话题]# #宝藏音乐[话题]#,有被种草的热歌合集～🎧 送给大家一小时的音乐#主要是歌好听[话题]# #一直循环播放[话题]# #宝藏歌曲[话题]# #氛围感歌曲[话题]# #宝藏音乐[话题]#,38000,22000,1027,1480,62507,1765022400000,https://www.xiaohongshu.com/explore/693309d0000000001f00c7f6?xsec_token=AB5e-sWohVceVHTwgsXiW9TbPd0K3EhI8DxfEo-Dq2Ejg=&xsec_source=pc_search,长视频
677ba0b1000000000100988f,642979e60000000012013dc2,沾薏点好运,Study vlog☁️ 无倍速 一小时 白噪音·伴学,"🙇🏻‍♀️最长只能放得下1h
	
🙇🏻‍♀️祝你明天比今天收获更多
	
#学习打卡[话题]# #study[话题]# #study_account[话题]##学习vlog[话题]# #学习供暖计划[话题]# #studyvlog[话题]##治愈[话题]##宝藏新品[话题]##小红书小美说[话题]##REDGLOW[话题]#﻿","Study vlog☁️ 无倍速 一小时 白噪音·伴学 🙇🏻‍♀️最长只能放得下1h
	
🙇🏻‍♀️祝你明天比今天收获更多
	
#学习打卡[话题]# #study[话题]# #study_account[话题]##学习vlog[话题]# #学习供暖计划[话题]# #studyvlog[话题]##治愈[话题]##宝藏新品[话题]##小红书小美说[话题]##REDGLOW[话题]#﻿",35000,12000,794,1165,48959,1736155314000,https://www.xiaohongshu.com/explore/677ba0b1000000000100988f?xsec_token=ABUZE3dqLVlc-IWR0mWiL1WVJBTwENn76JH8cy6LzlSHU=&xsec_source=pc_search,长视频
68f4992d0000000004004c21,65e2ddbb000000001701423d,爱吃凤梨的枫栗,曾经震惊全网的日本游戏!结局到底多逆天？,#单机游戏[话题]# #游戏杂谈[话题]# #独立游戏[话题]# #单机[话题]# #日本游戏[话题]#,曾经震惊全网的日本游戏!结局到底多逆天？ #单机游戏[话题]# #游戏杂谈[话题]# #独立游戏[话题]# #单机[话题]# #日本游戏[话题]#,32000,16000,208,791,48999,1760860461000,https://www.xiaohongshu.com/explore/68f4992d0000000004004c21?xsec_token=ABLSjQmLEFHKXOi9PB3OhtYzugZWpoiKxUQ5Sx3yoMjhE=&xsec_source=pc_search,长视频
69ccc7bd000000002003b4a4,67dbcf6d000000000d00a723,昭日月笔记（帮粉看号版）,穷女收入开窍拿结果（深度长视频）,我晓得大部分人看不下去，因为很难看需要反复吸收。但我更知道真理在少部分人手里#vlog[话题]# #自媒体[话题]# #个人成长[话题]# #RED新生代创作大赛[话题]# #认知觉醒[话题]#,穷女收入开窍拿结果（深度长视频） 我晓得大部分人看不下去，因为很难看需要反复吸收。但我更知道真理在少部分人手里#vlog[话题]# #自媒体[话题]# #个人成长[话题]# #RED新生代创作大赛[话题]# #认知觉醒[话题]#,30000,32000,66,1590,63656,1775132460000,https://www.xiaohongshu.com/explore/69ccc7bd000000002003b4a4?xsec_token=ABVdL3ueg7vHlHJMepBiBlZiC3ck_23Glgm-7E9q0GWuY=&xsec_source=pc_search,长视频
69c234de000000001a031711,5c1593ef0000000006000cde,叶猫子,高温幸存一口气看完,暴雨过后，所有人都欢呼庆祝，却没有人知道更大的灾难即将来临#原创动画[话题]# #末日[话题]# #自然堂小紫瓶[话题]# #抗老精华[话题]# #一口气看完[话题]#,高温幸存一口气看完 暴雨过后，所有人都欢呼庆祝，却没有人知道更大的灾难即将来临#原创动画[话题]# #末日[话题]# #自然堂小紫瓶[话题]# #抗老精华[话题]# #一口气看完[话题]#,26000,12000,429,1167,39596,1774350147000,https://www.xiaohongshu.com/explore/69c234de000000001a031711?xsec_token=ABSXDfXYrswVh9NWF5g4lLkWM9KwMvbRT69QImMel_O9w=&xsec_source=pc_search,长视频
69da2f21000000001a027055,65ac3ce3000000001001c1a4,中尖商,哥们你真是那个....,#中尖商[话题]# #电子榨菜[话题]##睡前故事[话题]##书亦烧仙草[话题]# #书亦超有料[话题]##红豆夹心糯糯珠抹茶[话题]#,哥们你真是那个.... #中尖商[话题]# #电子榨菜[话题]##睡前故事[话题]##书亦烧仙草[话题]# #书亦超有料[话题]##红豆夹心糯糯珠抹茶[话题]#,25000,2690,447,954,29091,1775914249000,https://www.xiaohongshu.com/explore/69da2f21000000001a027055?xsec_token=ABBiUtKXNblhhlGonYlnFaohGp1o_sCMMjAhtD0AfWSL8=&xsec_source=pc_search,长视频
684e9eb10000000022024a81,60f3e8c40000000001001650,陈一闲读书,《悉达多》一生的思考与追寻,为什么乱世总有人读悉达多？黑塞在 1921 年写下的故事，却屡次在一战、二战、越战的硝烟中爆火。当世界用30 岁必须结婚，同龄人年薪百万的标尺丈量你我时，这本书就像蹲在河边的老人，轻声提醒着我们：​​一个人有所追寻时，他只会看到所追寻之物。求知或做人，每条路都铺满荆棘，每个人都必须独行，没人能替你痛。​​做一条浑浊的河吧，别问什么是对的，答案不在对岸，而在你掀起的水花里。河水从不追问「我要去哪儿」，却滋润着两岸花开。这本书是对成功学的反击，直面现代人的精神困境。故事的主角悉达多，用一生证明：所有弯路都是必经之路。﻿#悉达多[话题]#﻿ ﻿#读书[话题]#﻿ ﻿#陪你读书[话题]#﻿,《悉达多》一生的思考与追寻 为什么乱世总有人读悉达多？黑塞在 1921 年写下的故事，却屡次在一战、二战、越战的硝烟中爆火。当世界用30 岁必须结婚，同龄人年薪百万的标尺丈量你我时，这本书就像蹲在河边的老人，轻声提醒着我们：​​一个人有所追寻时，他只会看到所追寻之物。求知或做人，每条路都铺满荆棘，每个人都必须独行，没人能替你痛。​​做一条浑浊的河吧，别问什么是对的，答案不在对岸，而在你掀起的水花里。河水从不追问「我要去哪儿」，却滋润着两岸花开。这本书是对成功学的反击，直面现代人的精神困境。故事的主角悉达多，用一生证明：所有弯路都是必经之路。﻿#悉达多[话题]#﻿ ﻿#读书[话题]#﻿ ﻿#陪你读书[话题]#﻿,25000,12000,556,3090,40646,1749982897000,https://www.xiaohongshu.com/explore/684e9eb10000000022024a81?xsec_token=AB8P6ReNosCkvdPS7IEqaC5YeqHGaDGuDEovDDB5RfC-o=&xsec_source=pc_search,长视频
68bc303f000000001c00f9bd,5ce331e00000000010019b66,棉裤me,团宠跟班 47分钟纯享,#搞笑[话题]# #猫meme[话题]# #剧情需要请勿当真[话题]# #根据小说改编[话题]# #团宠[话题]#,团宠跟班 47分钟纯享 #搞笑[话题]# #猫meme[话题]# #剧情需要请勿当真[话题]# #根据小说改编[话题]# #团宠[话题]#,24000,12000,790,2862,39652,1757163583000,https://www.xiaohongshu.com/explore/68bc303f000000001c00f9bd?xsec_token=ABzMbwgDcsb5Z4FuHSbVUuRFGRsdbls9B81qCkVsgfuL4=&xsec_source=pc_search,长视频
696cacf90000000022008f61,65346f9e000000000301c1c8,多多喵,《柿子爽嘴》1-22大合集,#猫meme[话题]# #猫meme小剧场[话题]# #超爆小故事[话题]# #剧情[话题]# #女频[话题]#,《柿子爽嘴》1-22大合集 #猫meme[话题]# #猫meme小剧场[话题]# #超爆小故事[话题]# #剧情[话题]# #女频[话题]#,22000,11000,613,1758,35371,1768784427000,https://www.xiaohongshu.com/explore/696cacf90000000022008f61?xsec_token=ABurAX8rRIOAJxuISHpNFyvTqOS5LwPbefYi2O8Cug_DA=&xsec_source=pc_search,长视频
69a173f3000000001d012ffa,67a1cbe60000000004029acf,欣不慌,#一口气看完系列[话题]# 极寒末世来临，而我却在壁炉旁吃火锅。完整版！#末日生存[话题]# #末世[话题]# #末日囤货文[话题]#,#一口气看完系列[话题]# 极寒末世来临，而我却在壁炉旁吃火锅。完整版！#末日生存[话题]# #末世[话题]# #末日囤货文[话题]#,#一口气看完系列[话题]# 极寒末世来临，而我却在壁炉旁吃火锅。完整版！#末日生存[话题]# #末世[话题]# #末日囤货文[话题]# #一口气看完系列[话题]# 极寒末世来临，而我却在壁炉旁吃火锅。完整版！#末日生存[话题]# #末世[话题]# #末日囤货文[话题]#,22000,9573,749,1173,33495,1772188659000,https://www.xiaohongshu.com/explore/69a173f3000000001d012ffa?xsec_token=ABi7OjnGZ6FmRG9Xh9HICTrpGmf2ya__6PYdPN8ERuewc=&xsec_source=pc_search,长视频
69f7d41d0000000036032f7c,5e7b6ec000000000010016f3,姜觅柔拆卡日记（欧皇版）,叶罗丽拆卡长视频：回家吧女儿回家吧🥺,#觅柔的拆卡日记[话题]# #拆卡日记[话题]# #拆卡视频[话题]# #叶罗丽卡片[话题]# #拆卡[话题]# #叶罗丽[话题]# #拆卡日常[话题]# #精灵梦叶罗丽[话题]# #叶罗丽精灵梦[话题]# #吃谷[话题]#,叶罗丽拆卡长视频：回家吧女儿回家吧🥺 #觅柔的拆卡日记[话题]# #拆卡日记[话题]# #拆卡视频[话题]# #叶罗丽卡片[话题]# #拆卡[话题]# #叶罗丽[话题]# #拆卡日常[话题]# #精灵梦叶罗丽[话题]# #叶罗丽精灵梦[话题]# #吃谷[话题]#,22000,2595,427,319,25341,1777885278000,https://www.xiaohongshu.com/explore/69f7d41d0000000036032f7c?xsec_token=ABwbXPnNwMeTEJ5RFPTm80AiB2fTZe_JgG7AKXmFcYcd8=&xsec_source=pc_search,长视频
68d8ca3800000000130169a9,5c6391880000000012009893,影视飓风,我们收集了10小时的伴眠音…,我们走过山川湖海收集了许多样片，想给你一眼惊艳的视听冲击。但我们在想，样片的意义会不会不止于震撼，也在于在快节奏的生活里，给我们另外一种可能？于是这一次，我们回到大自然中，去寻觅那些最纯粹的声音，欢迎跟我们一起踏上这次的寻声之旅！如果你喜欢这期视频，请多多支持我们，并把节目分享给你的朋友们一起看看！#科技[话题]# #数码[话题]# #声音[话题]# #睡眠[话题]# #生活[话题]#  #vlog[话题]# #亚朵星球[话题]# #亚朵星球深睡枕Pro3[话题]#  #亚朵星球先换个睡法[话题]#,我们收集了10小时的伴眠音… 我们走过山川湖海收集了许多样片，想给你一眼惊艳的视听冲击。但我们在想，样片的意义会不会不止于震撼，也在于在快节奏的生活里，给我们另外一种可能？于是这一次，我们回到大自然中，去寻觅那些最纯粹的声音，欢迎跟我们一起踏上这次的寻声之旅！如果你喜欢这期视频，请多多支持我们，并把节目分享给你的朋友们一起看看！#科技[话题]# #数码[话题]# #声音[话题]# #睡眠[话题]# #生活[话题]#  #vlog[话题]# #亚朵星球[话题]# #亚朵星球深睡枕Pro3[话题]#  #亚朵星球先换个睡法[话题]#,22000,7046,363,1523,30932,1759050141000,https://www.xiaohongshu.com/explore/68d8ca3800000000130169a9?xsec_token=AB8yhRn0OpjLuXu9-XvQL4pXYfeHfOEVJp5Yrb0wKtchU=&xsec_source=pc_search,长视频
667d2b7e000000001c021c60,637cbe4e000000001f01f08e,用户306,真怕这些镜头被拆穿 这些剧原来是这样拍成的#经典老剧[话题]# #港星女神[话题]# #记录我的生活[话题]# #生活需要分享欲[话题]# #每秒都值得记录[话题]# #用小红书记录点滴生活[话题]# #搞笑[话题]#,真怕这些镜头被拆穿 这些剧原来是这样拍成的#经典老剧[话题]# #港星女神[话题]# #记录我的生活[话题]# #生活需要分享欲[话题]# #每秒都值得记录[话题]# #用小红书记录点滴生活[话题]# #搞笑[话题]#,真怕这些镜头被拆穿 这些剧原来是这样拍成的#经典老剧[话题]# #港星女神[话题]# #记录我的生活[话题]# #生活需要分享欲[话题]# #每秒都值得记录[话题]# #用小红书记录点滴生活[话题]# #搞笑[话题]# 真怕这些镜头被拆穿 这些剧原来是这样拍成的#经典老剧[话题]# #港星女神[话题]# #记录我的生活[话题]# #生活需要分享欲[话题]# #每秒都值得记录[话题]# #用小红书记录点滴生活[话题]# #搞笑[话题]#,21000,1557,500,1880,24937,1719479166000,https://www.xiaohongshu.com/explore/667d2b7e000000001c021c60?xsec_token=ABvOBowsM17Ai5POIbhDnchW33oQMDb1UVa74Vl1AbrPg=&xsec_source=pc_search,长视频
67a4790100000000170382db,63b6d5ef0000000027036ef9,我的世界小黑犬解说,我的世界雾中人生存一口气看完！超温馨治愈合家欢！﻿#我的世界[话题]#﻿ ﻿#minecraft[话题]#﻿,我的世界雾中人生存一口气看完！超温馨治愈合家欢！﻿#我的世界[话题]#﻿ ﻿#minecraft[话题]#﻿,我的世界雾中人生存一口气看完！超温馨治愈合家欢！﻿#我的世界[话题]#﻿ ﻿#minecraft[话题]#﻿ 我的世界雾中人生存一口气看完！超温馨治愈合家欢！﻿#我的世界[话题]#﻿ ﻿#minecraft[话题]#﻿,21000,12000,486,727,34213,1738839716000,https://www.xiaohongshu.com/explore/67a4790100000000170382db?xsec_token=ABH8LEmi8qgQjFVoH1iUZcp_eBYAAJ_zLgnC8oF3Prtjk=&xsec_source=pc_search,长视频
69fdd30800000000360024fa,675d146200000000180168e9,原子能,再见了，所有的爬虫战士,#爬虫[话题]# #数据挖掘[话题]# #数据科学[话题]# #数据分析[话题]# #ai[话题]# #ai智能体[话题]# #浏览器智能体[话题]# #好视频扶持计划[话题]#,再见了，所有的爬虫战士 #爬虫[话题]# #数据挖掘[话题]# #数据科学[话题]# #数据分析[话题]# #ai[话题]# #ai智能体[话题]# #浏览器智能体[话题]# #好视频扶持计划[话题]#,21000,17000,121,1409,39530,1778320955000,https://www.xiaohongshu.com/explore/69fdd30800000000360024fa?xsec_token=ABbeSfKRrPtMOi92eVOcaxofICFJptUO0NUjCOMv4Eiw4=&xsec_source=pc_search,长视频
6946c4c20000000019024dc6,67a1cbe60000000004029acf,欣不慌,完整版！我囤货躺赢！,#一口气看完系列[话题]# #末日生存[话题]# #复仇爽文[话题]# #末日囤货文[话题]#,完整版！我囤货躺赢！ #一口气看完系列[话题]# #末日生存[话题]# #复仇爽文[话题]# #末日囤货文[话题]#,19000,7884,968,1005,28857,1766311277000,https://www.xiaohongshu.com/explore/6946c4c20000000019024dc6?xsec_token=ABYrXQWFr3KNJz88aaiih-99gOSSjFFv0vHIrxEnDWcng=&xsec_source=pc_search,长视频
68fb864c00000000030193e1,670912fc000000001d020403,230号萨诺斯（Lna．奶兔🌷）,今天没段子，今天更新小说推文,,今天没段子，今天更新小说推文,19000,8632,361,773,28766,1761314380000,https://www.xiaohongshu.com/explore/68fb864c00000000030193e1?xsec_token=ABLL21DLaU7MAkS-W9iDYMTd09m0S0rac3f7pJyf6sIao=&xsec_source=pc_search,长视频
693be458000000001d03a046,576bfd6a5e87e713cfab3929,晚安睡着了（助眠）,【Emma】,大脑清洁#助眠[话题]# #助眠视频[话题]# #asmr[话题]# #asmr助眠[话题]#,【Emma】 大脑清洁#助眠[话题]# #助眠视频[话题]# #asmr[话题]# #asmr助眠[话题]#,18000,5545,471,380,24396,1765532760000,https://www.xiaohongshu.com/explore/693be458000000001d03a046?xsec_token=ABfAg_s5rvJgKOnkd5GG-0SkHCZqL-dezOe0vfpNhvlAw=&xsec_source=pc_search,长视频
688c28fa000000002501ae4d,5b04ed146b58b7379796c3a3,一嘴芝士🧀助眠版,ASMR|让你困到眼睛睁不开的助眠,#goodhealth牡蛎精[话题]# #goodhealth[话题]# #好健康牡蛎精[话题]# #声控助眠[话题]# #asmr助眠[话题]# #asmr[话题]# #助眠[话题]# #解压声控[话题]# #助眠视频[话题]# #ASMR[话题]#,ASMR|让你困到眼睛睁不开的助眠 #goodhealth牡蛎精[话题]# #goodhealth[话题]# #好健康牡蛎精[话题]# #声控助眠[话题]# #asmr助眠[话题]# #asmr[话题]# #助眠[话题]# #解压声控[话题]# #助眠视频[话题]# #ASMR[话题]#,18000,6708,1375,314,26397,1754055606000,https://www.xiaohongshu.com/explore/688c28fa000000002501ae4d?xsec_token=ABkE2TDUKxSfVNNwFORaRmiPC0Fh6FlWeb_TBGOOahHrM=&xsec_source=pc_search,长视频
